	APMC	commodity	year	arrivals_in_qtl	min_price	max_price	modal_price	date	district_name	state_name
124	262	106	2015	366	1266	1326	1283	4	0	0
125	262	106	2016	297	1379	1398	1379	4	0	0
126	262	68	2015	950	3335	3694	3557	4	0	0
127	262	68	2016	70	4568	4678	4618	4	0	0
128	262	143	2016	2	6050	6050	6050	4	0	0
129	262	74	2015	38	2675	2942	2717	4	0	0
130	262	74	2016	2	3200	3200	3200	4	0	0
131	262	171	2015	93	3382	3407	3391	4	0	0
132	262	171	2016	35	3879	3902	3882	4	0	0
133	262	147	2015	9318	1500	15413	8565	4	0	0
134	262	147	2016	40216	1000	9928	5860	4	0	0
135	262	102	2015	17	6278	6611	6444	4	0	0
136	262	102	2016	14	5773	6091	5955	4	0	0
137	262	135	2016	34	344	475	375	4	0	0
138	262	114	2015	3	400	400	400	4	0	0
139	262	64	2015	31	3125	3417	3242	4	0	0
140	262	64	2016	39	1550	2167	1792	4	0	0
141	262	148	2015	1467	588	1346	696	4	0	0
142	262	148	2016	851	1192	1542	1392	4	0	0
143	262	13	2016	17	1000	1278	1022	4	0	0
144	262	99	2015	86	1333	2208	1767	4	0	0
145	262	99	2016	83	2136	2955	2564	4	0	0
146	262	20	2015	196	377	608	462	4	0	0
147	262	20	2016	60	1655	2180	1930	4	0	0
148	262	48	2016	1	2000	2000	2000	4	0	0
149	262	55	2016	158	1200	1950	1583	4	0	0
150	262	28	2015	9	1650	1713	1650	4	0	0
151	262	28	2016	34	1255	1545	1327	4	0	0
152	262	37	2015	28	2350	2900	2640	4	0	0
153	262	37	2016	16	4889	5444	5000	4	0	0
154	262	60	2015	9	3938	4063	3938	4	0	0
155	262	60	2016	7	6143	6286	6143	4	0	0
156	262	111	2015	13	1333	1667	1500	4	0	0
157	262	111	2016	22	2063	2375	2088	4	0	0
158	262	44	2015	124	500	1478	611	4	0	0
159	262	44	2016	73	1483	2000	1733	4	0	0
160	262	126	2015	107650	222	1467	906	4	0	0
161	262	126	2016	64671	100	925	619	4	0	0
162	262	17	2015	20	2571	2843	2671	4	0	0
163	262	17	2016	5	6300	6300	6300	4	0	0
164	262	25	2015	900	5	6	5	4	0	0
165	262	25	2016	302	417	708	550	4	0	0
166	262	39	2015	100	4	6	4	4	0	0
167	262	39	2016	1400	15	25	18	4	0	0
168	262	58	2015	57	2692	3192	2915	4	0	0
169	262	58	2016	68	4000	5750	4767	4	0	0
170	262	112	2016	400	20	20	20	4	0	0
171	262	26	2015	46	1904	2442	2135	4	0	0
172	262	26	2016	124	1938	2733	2317	4	0	0
173	262	174	2015	250	5	5	5	4	0	0
174	262	164	2015	29	1791	2200	1945	4	0	0
175	262	164	2016	66	608	850	675	4	0	0
176	262	190	2015	281	492	1223	869	4	0	0
177	262	190	2016	287	425	788	558	4	0	0
178	262	167	2015	6	2233	2400	2300	4	0	0
179	262	167	2016	4	2500	3000	2750	4	0	0
180	262	21	2015	77	577	977	762	4	0	0
181	262	21	2016	79	1158	1783	1533	4	0	0
182	262	70	2015	133	3500	5692	4554	4	0	0
183	262	70	2016	197	4045	6027	5136	4	0	0
184	263	7	2015	42	1380	1380	1380	4	0	0
185	263	197	2015	2403	1402	1498	1450	4	0	0
186	263	169	2015	18	1583	1583	1583	4	0	0
187	263	106	2015	26	1310	1310	1310	4	0	0
188	263	68	2015	328	3257	3405	3333	4	0	0
189	263	34	2016	475	436	2322	1383	4	0	0
190	263	147	2016	496	200	4946	2573	4	0	0
191	263	69	2016	66	1529	3250	2389	4	0	0
192	263	114	2016	1301	244	1013	631	4	0	0
193	263	98	2016	567	333	2038	1178	4	0	0
194	263	126	2015	123030	100	1389	739	4	0	0
195	265	7	2015	87	1373	1474	1422	4	0	0
196	265	7	2016	20	1716	1763	1739	4	0	0
197	265	197	2015	2494	1280	1836	1679	4	0	0
198	265	197	2016	321	1567	1829	1700	4	0	0
199	265	169	2015	830	1255	1500	1377	4	0	0
200	265	169	2016	551	1436	1957	1720	4	0	0
201	265	106	2015	54	1275	1278	1276	4	0	0
202	265	106	2016	7	1298	1298	1298	4	0	0
203	265	68	2015	1089	3433	3690	3561	4	0	0
204	265	68	2016	1038	4980	5945	5467	4	0	0
205	265	113	2016	1	6500	6500	6500	4	0	0
206	265	71	2015	3	7600	7600	7600	4	0	0
207	265	71	2016	7	7033	7356	7194	4	0	0
208	265	143	2015	63	4900	5230	5115	4	0	0
209	265	143	2016	19	7464	7503	7484	4	0	0
210	265	74	2015	33	3588	3613	3601	4	0	0
211	265	74	2016	1	5001	5001	5001	4	0	0
212	265	171	2015	149	3296	3447	3357	4	0	0
213	265	171	2016	80	3313	3523	3418	4	0	0
214	265	182	2015	30	2908	2908	2908	4	0	0
215	265	126	2015	32627	108	1415	869	4	0	0
216	265	126	2016	32938	135	908	515	4	0	0
217	279	7	2015	883	1359	1629	1540	4	0	0
218	279	7	2016	1361	1522	1996	1866	4	0	0
219	279	197	2015	879	1566	1884	1734	4	0	0
220	279	197	2016	958	1635	1909	1796	4	0	0
221	279	169	2015	268	1950	2121	2054	4	0	0
222	279	169	2016	714	1845	1953	1891	4	0	0
223	279	106	2015	163	1399	1405	1402	4	0	0
224	279	68	2015	279	3638	3833	3744	4	0	0
225	279	68	2016	606	4698	5344	5087	4	0	0
226	279	85	2015	2	3200	3200	3200	4	0	0
227	279	113	2016	3	7000	7000	7000	4	0	0
228	279	71	2015	23	6320	6320	6320	4	0	0
229	279	143	2016	47	7000	7000	7000	4	0	0
230	279	171	2015	7	4100	4100	4100	4	0	0
231	279	171	2016	305	3758	3930	3869	4	0	0
232	279	147	2015	832	3522	10565	7250	4	0	0
233	279	147	2016	4480	788	6632	5341	4	0	0
234	279	126	2015	288591	362	1470	908	4	0	0
235	279	126	2016	195815	300	1017	757	4	0	0
236	279	190	2015	51671	1325	2070	1711	4	0	0
237	279	190	2016	158630	531	1195	969	4	0	0
238	293	7	2015	216	1219	1325	1267	4	0	0
239	293	7	2016	508	1556	1832	1832	4	0	0
240	293	197	2015	1472	1280	1631	1549	4	0	0
241	293	197	2016	606	1597	1764	1764	4	0	0
242	293	169	2015	1928	1262	1518	1439	4	0	0
243	293	169	2016	3194	1741	2033	2033	4	0	0
244	293	68	2015	1097	3423	3690	3581	4	0	0
245	293	68	2016	1328	4976	5115	5115	4	0	0
246	293	143	2016	13	8200	8200	8200	4	0	0
247	293	126	2016	2847	583	775	775	4	0	0
248	294	7	2015	887	1087	1225	1156	4	0	0
249	294	7	2016	564	1520	1704	1704	4	0	0
250	294	197	2015	700	1536	1666	1573	4	0	0
251	294	197	2016	113	1783	1908	1908	4	0	0
252	294	169	2015	3503	1382	1501	1439	4	0	0
253	294	169	2016	2467	1670	1966	1966	4	0	0
254	294	68	2015	620	3213	3509	3348	4	0	0
255	294	68	2016	607	4973	5152	5148	4	0	0
256	294	143	2015	97	4934	5049	4947	4	0	0
257	294	143	2016	17	8360	8560	8560	4	0	0
258	300	7	2015	270	1212	1429	1326	4	0	0
259	300	7	2016	37	1709	1816	1795	4	0	0
260	300	197	2015	5509	1370	1926	1778	4	0	0
261	300	197	2016	817	1513	2015	1852	4	0	0
262	300	169	2015	1221	1390	1840	1667	4	0	0
263	300	169	2016	1120	1553	1897	1779	4	0	0
264	300	106	2015	323	1122	1209	1168	4	0	0
265	300	106	2016	119	1305	1415	1373	4	0	0
266	300	68	2015	1842	3250	3678	3551	4	0	0
267	300	68	2016	906	4470	5433	5307	4	0	0
268	300	143	2015	10	3995	4145	4059	4	0	0
269	300	143	2016	8	6588	7113	6813	4	0	0
270	300	18	2016	1	7000	7000	7000	4	0	0
271	300	157	2015	1	2401	2401	2401	4	0	0
272	300	171	2015	57	3341	3473	3431	4	0	0
273	300	171	2016	6	3926	3926	3926	4	0	0
274	300	110	2015	99	3500	4417	3958	4	0	0
275	300	110	2016	122	3786	4786	4286	4	0	0
276	300	34	2015	887	1008	1504	1258	4	0	0
277	300	34	2016	629	1130	1639	1387	4	0	0
278	300	147	2015	17	3500	4500	4000	4	0	0
279	300	147	2016	78	2591	3591	3091	4	0	0
280	300	69	2015	98	2618	3588	3103	4	0	0
281	300	69	2016	60	2500	3500	3000	4	0	0
282	300	196	2015	391	692	892	792	4	0	0
283	300	196	2016	332	800	1000	900	4	0	0
284	300	102	2015	146	2848	3848	3348	4	0	0
285	300	102	2016	80	2761	3739	3250	4	0	0
286	300	117	2015	65	2389	3389	2889	4	0	0
287	300	117	2016	7	2500	3500	3000	4	0	0
288	300	135	2015	53	800	1023	904	4	0	0
289	300	135	2016	28	500	700	600	4	0	0
290	300	127	2015	24	1167	1833	1517	4	0	0
291	300	64	2015	283	2500	3500	3000	4	0	0
292	300	64	2016	283	1614	2114	1864	4	0	0
293	300	148	2015	1950	808	1029	921	4	0	0
294	300	148	2016	1820	1000	1378	1189	4	0	0
295	300	99	2015	183	1435	1930	1683	4	0	0
296	300	99	2016	157	1761	2478	2115	4	0	0
297	300	20	2015	84	521	721	621	4	0	0
298	300	20	2016	56	800	1000	900	4	0	0
299	300	55	2015	143	413	613	513	4	0	0
300	300	55	2016	114	904	1143	1024	4	0	0
301	300	28	2015	6	800	1200	1000	4	0	0
302	300	28	2016	27	857	1057	957	4	0	0
303	300	37	2015	34	1700	2350	2025	4	0	0
304	300	37	2016	28	3500	4389	3944	4	0	0
305	300	62	2015	3	500	700	600	4	0	0
306	300	111	2015	79	833	1157	995	4	0	0
307	300	111	2016	83	2217	2913	2570	4	0	0
308	300	44	2015	257	550	754	650	4	0	0
309	300	44	2016	166	1065	1513	1289	4	0	0
310	300	126	2015	104438	200	1395	1032	4	0	0
311	300	126	2016	90310	100	944	625	4	0	0
312	300	17	2015	48	2364	3155	2782	4	0	0
313	300	17	2016	29	2722	3556	3139	4	0	0
314	300	25	2015	114	308	508	408	4	0	0
315	300	25	2016	87	665	865	765	4	0	0
316	300	58	2015	107	2500	3250	2875	4	0	0
317	300	58	2016	96	3833	4833	4333	4	0	0
318	300	26	2015	210	1542	2029	1785	4	0	0
319	300	26	2016	166	1543	2043	1793	4	0	0
320	300	164	2015	45	1038	1577	1327	4	0	0
321	300	164	2016	65	674	874	774	4	0	0
322	300	190	2015	900	1471	1958	1715	4	0	0
323	300	190	2016	843	787	1039	913	4	0	0
324	300	21	2015	340	904	1179	1042	4	0	0
325	300	21	2016	289	1152	1748	1461	4	0	0
326	300	185	2015	486	1342	1671	1504	4	0	0
327	300	185	2016	435	2450	3000	2740	4	0	0
328	300	53	2015	1	3400	3400	3400	4	0	0
329	300	53	2016	1	4021	4021	4021	4	0	0
330	300	70	2015	323	2917	3958	3438	4	0	0
331	300	70	2016	488	3500	4500	4000	4	0	0
332	300	119	2015	8	3197	3308	3247	4	0	0
333	301	197	2016	205	1505	1575	1540	4	0	0
334	301	169	2016	29	1567	1633	1600	4	0	0
335	301	68	2016	44	4457	4486	4471	4	0	0
336	4	7	2015	24	1615	1615	1615	8	0	0
337	4	7	2016	24	1733	1767	1757	8	0	0
338	4	197	2015	100	1537	1672	1600	8	0	0
339	4	197	2016	67	1747	1845	1813	8	0	0
340	4	169	2015	806	1625	2129	1915	8	0	0
341	4	169	2016	869	1659	1965	1822	8	0	0
342	4	106	2015	43	1456	1531	1520	8	0	0
343	4	106	2016	35	1776	2051	1931	8	0	0
344	4	43	2015	3	4967	4967	4967	8	0	0
345	4	68	2015	385	4268	4526	4408	8	0	0
346	4	68	2016	313	5906	6433	6188	8	0	0
347	4	71	2015	1843	6670	7788	7290	8	0	0
348	4	71	2016	5913	4475	5414	5010	8	0	0
349	4	143	2015	12	5500	6000	5750	8	0	0
350	4	143	2016	13	5951	6201	6051	8	0	0
351	4	18	2015	1	8100	8100	8100	8	0	0
352	4	73	2016	307	2154	4923	3558	8	0	0
353	4	74	2015	204	2733	3967	3350	8	0	0
354	4	74	2016	740	3569	4775	4186	8	0	0
355	4	89	2015	8266	2175	3100	2708	8	0	0
356	4	102	2015	75	840	1620	1230	8	0	0
357	4	102	2016	188	1139	3322	2231	8	0	0
358	4	64	2015	25	2000	3300	2650	8	0	0
359	4	64	2016	61	1192	2192	1692	8	0	0
360	4	148	2015	253	500	867	692	8	0	0
361	4	148	2016	3351	1037	1663	1350	8	0	0
362	4	99	2015	209	1300	2300	1840	8	0	0
363	4	99	2016	787	476	2038	1257	8	0	0
364	4	178	2016	331	486	1833	1160	8	0	0
365	4	20	2015	19	700	1000	850	8	0	0
366	4	20	2016	257	138	713	425	8	0	0
367	4	55	2015	523	1083	2250	1667	8	0	0
368	4	55	2016	1149	471	2495	1483	8	0	0
369	4	28	2016	1	3500	3500	3500	8	0	0
370	4	37	2015	41	2900	4300	3600	8	0	0
371	4	37	2016	241	2095	5143	3619	8	0	0
372	4	60	2015	28	1000	2000	1600	8	0	0
373	4	60	2016	139	1339	3122	2228	8	0	0
374	4	62	2015	12	2167	3333	2750	8	0	0
375	4	62	2016	230	500	1730	1120	8	0	0
376	4	44	2015	311	883	1433	1158	8	0	0
377	4	44	2016	1159	138	633	381	8	0	0
378	4	126	2015	23523	1955	6680	4635	8	0	0
379	4	126	2016	243484	100	1103	804	8	0	0
380	4	17	2015	120	1875	2875	2375	8	0	0
381	4	17	2016	326	880	3000	1940	8	0	0
382	4	25	2015	491	750	1233	992	8	0	0
383	4	25	2016	720	420	1645	1033	8	0	0
384	4	39	2015	4230	5	1	7	8	0	0
385	4	58	2015	58	4400	7400	5900	8	0	0
386	4	58	2016	84	7821	12143	9979	8	0	0
387	4	107	2016	307	762	1192	977	8	0	0
388	4	26	2016	150	2067	3400	2733	8	0	0
389	4	174	2015	1490	3	6	4	8	0	0
390	4	190	2015	891	717	1267	992	8	0	0
391	4	190	2016	1584	333	1343	838	8	0	0
392	4	21	2015	141	1033	2033	1533	8	0	0
393	4	21	2016	366	629	2500	1540	8	0	0
394	4	186	2016	1	1100	1100	1100	8	0	0
395	4	70	2015	435	1833	3833	2833	8	0	0
396	4	70	2016	1102	2025	4300	3160	8	0	0
397	11	7	2015	12	1400	1800	1625	8	0	0
398	11	7	2016	31	1433	2033	1675	8	0	0
399	11	134	2015	58	1475	2000	1625	8	0	0
400	11	134	2016	93	1500	2200	1700	8	0	0
401	11	197	2015	137	1475	1975	1681	8	0	0
402	11	197	2016	41	1533	2300	1800	8	0	0
403	11	68	2015	27	3333	4033	3567	8	0	0
404	11	68	2016	8	5000	6600	6050	8	0	0
405	11	171	2015	141	2825	3138	3000	8	0	0
406	11	171	2016	87	3250	3525	3425	8	0	0
407	11	126	2015	8619	1200	5361	3982	8	0	0
408	11	126	2016	22971	120	1086	682	8	0	0
409	11	190	2015	48	200	1125	1000	8	0	0
410	120	7	2015	63	1413	1557	1485	8	0	0
411	120	7	2016	136	1508	1817	1663	8	0	0
412	120	197	2015	118	1915	2275	2086	8	0	0
413	120	197	2016	21	1650	1900	1775	8	0	0
414	120	169	2015	9211	1606	2929	2268	8	0	0
415	120	169	2016	11056	1786	2493	2139	8	0	0
416	120	68	2015	75	3647	3881	3764	8	0	0
417	120	68	2016	60	4027	5227	4627	8	0	0
418	120	71	2015	73	6000	7500	6750	8	0	0
419	120	71	2016	3	4900	5400	5150	8	0	0
420	120	143	2016	2	5225	5225	5225	8	0	0
421	120	18	2015	3053	8393	8900	8646	8	0	0
422	120	18	2016	4484	6286	6829	6557	8	0	0
423	120	171	2015	30	3200	3463	3331	8	0	0
424	120	171	2016	31	3000	3267	3133	8	0	0
425	120	126	2015	248	1550	4275	2850	8	0	0
426	120	126	2016	4791	100	957	471	8	0	0
427	160	7	2015	198	1367	1509	1453	8	0	0
428	160	7	2016	207	1467	1758	1606	8	0	0
429	160	197	2015	583	1434	1592	1542	8	0	0
430	160	197	2016	165	1567	1771	1676	8	0	0
431	160	169	2015	30	1310	1337	1335	8	0	0
432	160	169	2016	303	1518	1721	1641	8	0	0
433	160	106	2015	11	1318	1318	1318	8	0	0
434	160	106	2016	14	1461	1606	1548	8	0	0
435	160	68	2015	253	3421	4174	4006	8	0	0
436	160	68	2016	115	4990	6640	5853	8	0	0
437	160	71	2015	73	7225	7888	7681	8	0	0
438	160	171	2015	95	2983	3136	3110	8	0	0
439	160	171	2016	400	3078	3357	3298	8	0	0
440	160	126	2015	9745	1588	5025	4306	8	0	0
441	160	126	2016	80357	225	912	722	8	0	0
442	224	197	2015	163	1454	1521	1483	8	0	0
443	224	197	2016	16	1600	1667	1625	8	0	0
444	224	169	2015	1	1800	1800	1800	8	0	0
445	224	169	2016	18	1662	1678	1668	8	0	0
446	224	106	2015	5	1330	1330	1330	8	0	0
447	224	68	2015	1	3200	3200	3200	8	0	0
448	225	126	2015	116461	1015	5115	3923	8	0	0
449	225	126	2016	367777	179	989	686	8	0	0
450	241	126	2015	8290	2615	5062	4188	8	0	0
451	241	126	2016	49464	296	894	690	8	0	0
452	246	7	2015	202	1253	1337	1380	8	0	0
453	246	7	2016	643	1342	1767	1621	8	0	0
454	246	36	2015	17	3700	4400	4051	8	0	0
455	246	197	2015	683	1572	2213	1739	8	0	0
456	246	197	2016	90	1554	2223	1870	8	0	0
457	246	169	2015	201	1550	1728	1612	8	0	0
458	246	169	2016	838	1594	1861	1712	8	0	0
459	246	68	2015	16	3825	4530	4221	8	0	0
460	246	68	2016	57	5357	6707	6161	8	0	0
461	246	71	2016	180	4850	5020	4941	8	0	0
462	246	143	2016	2	4901	6901	5901	8	0	0
463	246	126	2015	636	500	3829	2707	8	0	0
464	246	126	2016	10114	184	903	701	8	0	0
465	262	7	2015	23	1211	1320	1211	8	0	0
466	262	7	2016	60	1607	1684	1643	8	0	0
467	262	197	2015	478	1406	1498	1444	8	0	0
468	262	197	2016	107	1617	1693	1632	8	0	0
469	262	169	2015	66	1152	1220	1152	8	0	0
470	262	169	2016	98	1474	1474	1474	8	0	0
471	262	106	2015	30	1310	1310	1310	8	0	0
472	262	106	2016	4	1425	1425	1425	8	0	0
473	262	68	2015	40	3538	3660	3542	8	0	0
474	262	68	2016	21	5700	6140	5700	8	0	0
475	262	73	2015	3	3750	4250	3750	8	0	0
476	262	73	2016	9	3500	4167	3667	8	0	0
477	262	74	2015	3	3250	3750	3250	8	0	0
478	262	74	2016	23	3556	4167	3744	8	0	0
479	262	171	2016	34	3422	3428	3422	8	0	0
480	262	147	2015	71766	1000	10760	6800	8	0	0
481	262	147	2016	56574	250	14623	5519	8	0	0
482	262	102	2015	13	1667	2000	1722	8	0	0
483	262	102	2016	11	4136	4136	4136	8	0	0
484	262	114	2016	37	326	376	326	8	0	0
485	262	64	2015	12	4955	5045	4955	8	0	0
486	262	64	2016	33	2346	2731	2446	8	0	0
487	262	148	2015	1142	800	1000	900	8	0	0
488	262	148	2016	2128	1385	1715	1546	8	0	0
489	262	13	2015	2	800	1000	800	8	0	0
490	262	13	2016	3	1233	1233	1233	8	0	0
491	262	99	2015	128	827	1600	1264	8	0	0
492	262	99	2016	155	1454	1877	1662	8	0	0
493	262	20	2015	1514	437	1083	773	8	0	0
494	262	20	2016	158	488	750	596	8	0	0
495	262	55	2015	830	10	20	15	8	0	0
496	262	55	2016	120	418	655	518	8	0	0
497	262	28	2015	11	3045	3045	3045	8	0	0
498	262	28	2016	5	2400	2400	2400	8	0	0
499	262	60	2015	11	2700	2800	2700	8	0	0
500	262	60	2016	12	2409	2500	2409	8	0	0
501	262	46	2015	50	5	10	5	8	0	0
502	262	44	2015	137	609	1136	882	8	0	0
503	262	44	2016	139	392	608	477	8	0	0
504	262	126	2015	31658	1600	5192	3900	8	0	0
505	262	126	2016	189428	189	982	621	8	0	0
506	262	17	2015	47	1536	2155	1764	8	0	0
507	262	17	2016	56	1367	1917	1642	8	0	0
508	262	25	2015	2300	8	13	10	8	0	0
509	262	25	2016	181	600	1062	815	8	0	0
510	262	58	2015	14	5773	6455	5773	8	0	0
511	262	58	2016	28	8847	10154	9270	8	0	0
512	262	26	2015	71	1318	2273	1855	8	0	0
513	262	26	2016	52	1813	2938	2388	8	0	0
514	262	183	2016	2	2000	2500	2000	8	0	0
515	262	164	2015	26	2300	3100	2620	8	0	0
516	262	164	2016	40	2070	2560	2290	8	0	0
517	262	190	2015	349	436	973	691	8	0	0
518	262	190	2016	322	531	1177	900	8	0	0
519	262	167	2015	7	1667	1750	1667	8	0	0
520	262	167	2016	10	1660	1760	1700	8	0	0
521	262	195	2015	2	2000	2000	2000	8	0	0
522	262	195	2016	10	1960	2520	2060	8	0	0
523	262	21	2015	50	1050	1790	1400	8	0	0
524	262	21	2016	70	1292	1862	1523	8	0	0
525	262	70	2015	231	2091	3045	2600	8	0	0
526	262	70	2016	251	2331	3092	2685	8	0	0
527	263	74	2016	212	3433	5633	4542	8	0	0
528	263	147	2016	335	200	7813	4008	8	0	0
529	263	114	2016	25	100	233	167	8	0	0
530	263	148	2016	376	1600	1855	1727	8	0	0
531	263	99	2016	201	271	1586	929	8	0	0
532	263	20	2016	63	100	833	467	8	0	0
533	263	55	2016	95	400	2080	1240	8	0	0
534	263	37	2016	42	1700	5067	3383	8	0	0
535	263	44	2016	228	160	820	490	8	0	0
536	263	126	2015	50728	738	4405	2405	8	0	0
537	263	126	2016	231001	264	973	686	8	0	0
538	263	17	2016	40	633	3333	1983	8	0	0
539	263	25	2016	141	467	1200	833	8	0	0
540	263	164	2016	9	1300	1600	1450	8	0	0
541	263	190	2016	674	255	1682	982	8	0	0
